Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2013,Ontario,Dual,Mental Diseases And Disorders,Depression,436,186,285,192,530
2013,Suffolk,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,436,200,358,209,755
2013,Kings,Dual,Diabetes Mellitus,Diabetic Coma,436,223,393,85,203
2013,Bronx,Dual,Substance Abuse,Opioid Abuse - Continuous,438,364,1002,208,669
2013,Essex,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,439,71,105,236,729
2013,Warren,Dual,Mental Diseases And Disorders,Depression,439,176,264,173,614
2013,Monroe,Dual,Diabetes Mellitus,Other Diabetic Complications,439,245,421,206,909
2013,Delaware,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,440,82,160,246,858
2013,Sullivan,Non-Dual,Substance Abuse,Other Significant Drug Abuse,441,138,233,249,754
2013,Broome,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,441,159,240,174,586
2013,Ulster,Non-Dual,Substance Abuse,Other Significant Drug Abuse,441,170,360,254,908
2013,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,441,335,623,147,403
2013,Broome,Dual,Mental Diseases And Disorders,Schizophrenia,442,152,227,184,682
2013,Nassau,Dual,Substance Abuse,Chronic Alcohol Abuse,442,312,649,195,523
2013,Orange,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,443,140,263,172,709
2013,Monroe,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,443,166,266,212,882
2013,Kings,Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,443,233,388,124,255
2013,New York,Dual,Substance Abuse,Opioid Abuse - Continuous,444,264,696,208,626
2013,Onondaga,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,444,337,566,183,975
2013,Queens,Non-Dual,Diseases And Disordes Of The Respiratory System,Tracheostomy Status,444,368,1074,210,593
2013,Orange,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,445,139,209,127,390
2013,Steuben,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,445,150,341,261,926
2013,Steuben,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,445,181,266,219,646
2013,Saratoga,Non-Dual,Substance Abuse,Opioid Abuse,445,215,460,247,880
2013,Jefferson,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,445,251,467,299,1217
2013,Clinton,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,446,112,195,244,765
2013,Cattaraugus,Dual,Mental Diseases And Disorders,Depression,446,203,291,182,486
2013,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,446,383,1214,228,879
2013,Otsego,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,447,28,39,147,269
2013,Jefferson,Non-Dual,Mental Diseases And Disorders,Schizophrenia,447,125,244,246,946
2013,Broome,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,447,237,377,146,404
2013,Kings,Dual,Substance Abuse,Opioid Abuse - Continuous,447,240,815,203,1173
2013,Ulster,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,449,152,392,257,1096
2013,Columbia,Dual,Diabetes Mellitus,Diabetes,449,156,219,166,361
2013,Rockland,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,450,209,501,271,851
2013,Richmond,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,450,331,974,225,708
2013,Bronx,Non-Dual,Diseases And Disordes Of The Respiratory System,Major Respiratory Anomalies,452,329,755,260,633
2013,Chenango,Non-Dual,Diabetes Mellitus,Diabetes,454,93,169,203,502
2013,Saratoga,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,454,228,505,272,1007
2013,Ulster,Dual,Diseases And Disordes Of The Respiratory System,Asthma,454,232,348,247,1026
2013,Clinton,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,455,129,227,276,959
2013,Richmond,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,456,206,531,182,479
2013,Fulton,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,457,157,296,313,1149
2013,Albany,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,457,274,468,269,1030
2013,Putnam,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,458,101,205,210,530
2013,Fulton,Dual,Mental Diseases And Disorders,Depression,458,200,288,218,620
2013,Erie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,459,320,507,216,502
2013,Westchester,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,459,435,1207,340,1359
2013,Otsego,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,460,78,152,228,709
2013,Sullivan,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,460,131,238,250,806
2013,Jefferson,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,460,145,284,289,1049
2013,Broome,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,460,228,489,263,1064
2013,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,460,262,479,122,370
2013,Lewis,Non-Dual,Mental Diseases And Disorders,Depression,461,111,212,242,837
2013,Oswego,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,463,243,367,172,514
2013,Broome,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,464,129,227,291,1046
2013,Queens,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,464,139,342,233,828
2013,Clinton,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,464,148,267,272,897
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,465,388,982,208,739
2013,Schenectady,Dual,Diseases And Disordes Of The Respiratory System,Asthma,466,229,375,257,974
2013,Erie,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,466,296,487,269,1142
2013,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,466,325,1007,215,556
2013,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,466,360,823,214,594
2013,Ontario,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,467,121,224,242,678
2013,Orange,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,467,212,486,296,1251
2013,Sullivan,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,467,218,304,217,647
2013,Erie,Dual,Diabetes Mellitus,Other Diabetic Complications,467,278,481,191,548
2013,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,467,289,414,166,481
2013,Broome,Non-Dual,Substance Abuse,Other Significant Drug Abuse,468,168,302,246,787
2013,Westchester,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,468,288,801,297,1148
2013,Westchester,Dual,Diabetes Mellitus,Other Diabetic Complications,468,312,567,205,490
2013,Albany,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,468,342,603,241,1292
2013,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,469,399,642,146,347
2013,Columbia,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,470,116,246,259,918
2013,Wayne,Dual,Mental Diseases And Disorders,Depression,470,218,339,190,551
2013,Queens,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Bronchitis,471,109,209,131,272
2013,Suffolk,Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,472,212,435,236,777
2013,Erie,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,472,376,917,350,1981
2013,Clinton,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,473,182,314,282,833
2013,Richmond,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,473,309,496,152,415
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,473,316,938,207,576
2013,Rensselaer,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,474,161,296,300,1174
2013,Cattaraugus,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,474,178,337,307,1155
2013,Oswego,Non-Dual,Substance Abuse,Opioid Abuse,474,198,371,244,729
2013,Dutchess,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,474,205,264,146,383
2013,Broome,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,475,174,427,276,1035
2013,Oswego,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,475,243,402,180,616
2013,Madison,Non-Dual,Diabetes Mellitus,Diabetes,476,122,242,225,652
2013,Washington,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,477,91,179,233,658
2013,Cattaraugus,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,477,220,302,180,423
2013,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,477,333,596,151,329
2013,Tompkins,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,478,151,260,220,556
2013,Westchester,Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,478,235,370,163,344
2013,Rockland,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,479,167,334,190,474
2013,Rockland,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,479,223,448,202,465
2013,Franklin,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,481,37,73,170,350
2013,Seneca,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,482,80,157,207,564
2013,Putnam,Non-Dual,Mental Diseases And Disorders,Depression,482,142,313,232,658
2013,Erie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,482,365,782,279,832
2013,Delaware,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,483,151,204,167,407
2013,Chautauqua,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,483,161,314,286,832
2013,Erie,Dual,Substance Abuse,Opioid Abuse,483,220,384,256,985
2013,Niagara,Dual,Mental Diseases And Disorders,Schizophrenia,484,180,265,214,605
2013,Westchester,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,484,321,888,238,670
2013,Westchester,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,485,219,577,251,780
2013,Kings,Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,485,367,779,191,579
2013,Livingston,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,486,114,152,120,268
2013,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Other Major Congenital Heart Diagnoses Except Valvular,486,184,276,80,130
2013,Clinton,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,486,232,346,173,399
2013,Westchester,Dual,Diabetes Mellitus,Diabetic Retinopathy,487,219,383,192,440
2013,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,487,326,518,190,392
2013,Nassau,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,487,330,808,295,902
2013,Schenectady,Non-Dual,Substance Abuse,Cocaine Abuse,489,280,724,351,1493
2013,Bronx,Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,489,304,629,209,585
2013,Erie,Non-Dual,Substance Abuse,Delirium Tremens,489,475,1273,372,2063
2013,Monroe,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,490,137,197,224,855
2013,Broome,Dual,Diseases And Disordes Of The Respiratory System,Asthma,490,186,304,227,880
2013,Chautauqua,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,490,255,356,123,316
2013,Cortland,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,491,38,75,134,300
2013,Fulton,Non-Dual,Diabetes Mellitus,Diabetes,491,129,277,233,761
2013,Dutchess,Dual,Diseases And Disordes Of The Respiratory System,Asthma,491,216,361,255,939
2013,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,491,409,696,143,355
2013,Montgomery,Dual,Diabetes Mellitus,Diabetes,492,136,192,175,381
2013,Orange,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,492,332,570,222,883
2013,Saratoga,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,493,198,444,277,939
2013,Oneida,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,494,162,373,241,816
2013,Nassau,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,494,200,382,167,401
2013,Richmond,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,494,431,1529,356,1623
2013,Putnam,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,495,136,263,205,516
2013,Albany,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,495,351,1002,359,1974
2013,Queens,Non-Dual,Diabetes Mellitus,Diabetic Ketoacidosis,495,458,1237,243,1014
2013,Orange,Dual,Mental Diseases And Disorders,Schizophrenia,499,165,249,221,947
2013,Ulster,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,499,287,440,184,481
2013,Bronx,Non-Dual,Diseases And Disordes Of The Respiratory System,Tracheostomy Status,499,424,1341,235,778
2013,Cattaraugus,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,500,199,389,276,803
2013,Queens,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,501,194,399,158,366
2013,Schenectady,Non-Dual,Substance Abuse,Other Significant Drug Abuse,501,225,607,302,1179
2013,Sullivan,Non-Dual,Substance Abuse,Opioid Abuse,502,183,301,297,863
2013,Monroe,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,502,442,1008,338,1859
2013,Genesee,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,503,112,259,298,1060
2013,Monroe,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,503,201,523,284,1170
2013,Livingston,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,504,93,164,258,748
2013,Ontario,Non-Dual,Diabetes Mellitus,Diabetes,505,107,196,243,661
2013,Monroe,Non-Dual,Substance Abuse,Delirium Tremens,505,492,1184,375,2247
2013,Dutchess,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,506,136,259,217,980
2013,Albany,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,506,176,495,297,1424
2013,Kings,Non-Dual,Diseases And Disordes Of The Respiratory System,Tracheostomy Status,506,428,1239,243,607
2013,Dutchess,Non-Dual,Substance Abuse,Cocaine Abuse,507,318,808,321,1406
2013,Orleans,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,509,113,173,265,671
2013,Richmond,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,509,208,621,314,1109
2013,St Lawrence,Non-Dual,Mental Diseases And Disorders,Schizophrenia,510,172,409,304,1025
2013,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Major Congenital Heart Diagnoses Except Valvular,511,322,688,214,579
2013,Schoharie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,512,101,172,214,478
2013,Greene,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,513,153,204,131,264
2013,Rensselaer,Non-Dual,Substance Abuse,Opioid Abuse,513,263,535,359,1441
2013,Niagara,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,513,328,503,185,414
2013,Bronx,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,514,201,630,322,1341
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,514,429,996,234,564
2013,Franklin,Non-Dual,Diabetes Mellitus,Diabetes,515,109,199,226,659
2013,Wayne,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,515,163,289,290,949
2013,Rockland,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,515,344,534,167,327
2013,Wyoming,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,516,83,159,173,557
2013,Niagara,Dual,Diseases And Disordes Of The Respiratory System,Asthma,516,219,333,237,676
2013,Queens,Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,516,345,669,177,430
2013,Allegany,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,519,139,192,230,557
2013,Chemung,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,520,219,466,310,1151
2013,Genesee,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,521,107,224,317,1055
2013,Dutchess,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,521,161,292,188,615
2013,Rensselaer,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,521,178,297,254,909
2013,Jefferson,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,521,242,335,165,346
2013,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,521,345,662,245,567
2013,Broome,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",522,57,117,223,704
2013,Cayuga,Dual,Diabetes Mellitus,Diabetes,522,182,305,204,631
2013,Herkimer,Dual,Diabetes Mellitus,Diabetes,523,197,278,162,381
2013,Chemung,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,523,283,396,235,683
2013,Otsego,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,524,136,198,137,355
